Matrix 1 (./sample_input_for_students/easy_sample_01_1.txt):
494 2800 -711
494 3145 -685
494 1883 191
494 594 -829
494 2531 -567
494 2969 -824
494 499 822
494 410 -611
494 363 896
494 166 -953
494 1189 -526
494 1393 416
494 2725 -574
494 82 875
494 764 -952
494 374 -899
494 3028 -538
494 18 1009
494 129 -944
494 2095 -515
494 1132 -709
494 1628 306
494 1367 -616
494 837 -427
494 1482 60
494 666 836
494 452 -677
494 1544 -862
494 3143 -697
494 4 -896
494 533 -549
494 259 487
494 378 -744
495 2128 -273
495 663 -791
495 1309 -690
495 1537 271
495 1042 -852
495 1785 -754
495 1281 -499
495 1291 25
495 2323 840
495 2992 -729
495 954 -815
495 170 522
495 460 -683
495 2155 -255
495 2824 831
495 2885 -855
495 2295 762
495 807 -888
495 1505 -976
495 907 -889
495 285 -934
495 1082 -589
495 2801 -911
495 6 -1016
495 1429 68
495 1466 -958
495 1348 -633
495 1083 -839
495 107 -727
495 501 -757
495 2592 -873
495 111 -832
495 305 -384
495 2099 -859
495 371 -984
495 1191 -714
495 1081 740
495 1018 -528
495 1765 838
495 1571 -923
495 2388 -223
495 1452 -165
495 171 -388
495 3168 -924
495 414 -653
495 2248 -728
495 770 -364
495 846 -628
495 1474 -705
495 1583 -584
495 296 8
495 736 -1014
495 882 -516
495 532 -890
495 2746 -567
495 1026 268
495 214 -805
495 2423 -707
495 1572 -723
495 551 -603
495 2926 -138
495 966 -911
495 1454 -1014
496 211 -205
496 532 -810
496 1474 -588
496 1163 -246
496 747 -166
496 678 -409
496 1260 -209
496 1096 -949
496 60 -892
496 3052 -547
496 552 -465
496 1056 363
496 1452 -722
496 810 -969
496 718 -696
496 1409 -223
496 68 -660
496 150 -789
496 2996 -435
496 2695 -810
496 704 -693
496 419 -532
496 1307 -1015
496 360 501
496 910 -800
496 1512 -688
496 2899 -606
496 1495 -10
496 968 -355
496 1940 338
496 156 59
496 1109 -876
496 116 53
496 960 -638
496 1485 -627
496 1858 -501
496 729 364
496 902 -478
496 899 -688
496 563 -410
496 869 772
496 603 543
496 2608 -924
496 1165 -1006
496 1411 138
496 598 99
496 3038 -892
496 622 -1003
496 255 -763
496 1185 -775
496 1065 -906
496 1204 95
496 2765 -683
496 669 -320
496 312 44
496 165 -1012
496 70 -545
496 1250 604
496 2653 -937
496 1688 -494
496 758 -919
496 1400 -646
496 1177 -756
496 726 -803
496 2554 -697
496 1266 -93
496 92 306
496 1052 -616
496 109 -315
496 1306 -43
496 1608 -567
496 771 500
496 2087 -973
496 1829 -842
496 1114 537
496 170 -1006
496 2420 -988
496 904 -880
496 1304 -755
496 321 -57
496 1274 -527
496 719 -859
496 512 -606
496 3141 -833
496 1144 775
496 136 -999
496 3160 -744
496 861 694
496 2973 -930
496 2693 -941
496 873 -636
496 1330 -875
496 131 -974
497 256 -846
497 2791 -725
497 1082 -800
497 2142 -530
497 589 -559
497 1839 867
497 462 -922
497 1915 -429
497 1095 251
497 1061 167
497 891 -271
497 358 -772
497 1408 -956
497 1438 783
497 193 1004
497 1388 84
497 2648 307
497 2454 -637
497 116 -105
497 488 -909
497 1829 -149
497 1430 -620
497 167 11
497 978 -943
497 1116 -625
497 747 114
497 756 -694
497 1413 -287
497 1939 -886
497 1273 -417
497 2972 -962
497 2080 -643
497 1191 958
497 1295 -556
497 104 -934
497 55 -840
497 1520 -658
497 58 -1023
497 166 710
497 1000 -658
497 177 -518
497 2216 115
497 263 88
497 2815 -918
497 752 -771
497 1001 10
497 889 -780
497 150 -700
497 2222 -676
497 1156 -586
497 901 -886
497 564 -696
497 1929 707
497 48 -927
497 1132 1012
497 346 -868
497 1088 -796
497 857 -545
497 1387 -882
497 2764 -623
497 120 -740
497 1192 -108
497 417 1020
497 858 617
497 1538 261
497 957 -726
497 1062 -682
497 352 -317
497 1606 -571
497 938 -316
497 387 727
497 1198 577
497 2437 -679
497 588 -283
497 1480 -562
497 1035 -406
497 235 -694
497 2503 -677
497 990 -934
497 298 -534
497 1350 -917
497 3085 -686
497 2919 -807
497 1380 -780
497 1830 -9
497 1331 -901
497 2956 -928
497 3107 -727
497 974 419
497 1498 -821
497 394 87
497 225 85
497 701 132
497 570 -1006
497 213 804
497 869 -544
497 2830 5
497 1640 228
497 661 -682
497 1060 -916
497 2386 -93
497 1181 -357
497 303 -998
497 1391 -737
497 2164 -940
497 1235 -210
497 1489 316
497 2811 -1020
497 942 -806
497 1396 -327
497 1775 -926
497 1277 -982
497 1558 -842
497 203 -1000
497 997 393
497 3157 -623
497 647 -577
497 239 -1002
497 94 878
497 2496 -535
497 915 -723
497 898 -875
497 584 1010
497 555 -595
497 309 1010
497 1521 -84
497 1543 -607
497 1151 182
497 856 -780
497 216 -269
497 796 569
497 698 -848
497 400 -882
497 1048 -678
497 1153 949
497 841 165
497 259 -890
497 483 -201
497 592 777
497 590 -531
497 1549 -538
497 151 -832
497 2318 901
497 505 459
497 2823 -700
497 469 -884
497 23 -879
497 1431 -842
497 1087 -888
497 532 896
497 74 -434
497 1753 10
497 86 -816
497 910 -550
497 2543 -531
497 1959 -531
497 815 -629
497 783 -1002
497 2459 -524
497 888 -921
497 2482 -775
497 2169 -493
497 1214 -291
497 519 -379
497 1513 -817
497 1039 -49
497 743 -313
497 136 365
497 739 -739
497 1426 -780
497 440 -988
497 427 -575
497 31 -941
497 558 -599
497 1400 -597
498 784 -94
498 1079 -528
498 227 868
498 1380 -139
499 893 -28
499 745 837
499 65 -685
499 1505 39
499 448 385
499 33 -90
499 827 -662
499 185 -645
499 778 -599
499 1217 -735
499 1804 -601
499 1070 -177
499 1282 -506
499 3081 -954
499 621 139
499 2342 -534
499 318 -767
499 2050 -530
499 973 -965
499 910 -735
499 1499 -899
499 722 43
499 874 -965
499 1992 -1018
499 257 -883
499 348 228
499 1268 -817
499 594 -1000
499 424 -281
499 1401 -742
499 493 -745
499 836 -522
499 1428 -639
499 1266 -771
499 790 -553
499 536 -932
499 2647 467
499 149 -869
499 1426 -739
499 475 -550
499 2609 -590
499 3139 -316
499 211 223
499 1553 -902
499 1515 -917
499 1009 -49
499 1960 693
499 1269 -721
499 1273 -851
499 379 -752
499 1082 -710
499 1621 -952
499 1475 -823
499 1138 -1018
499 2674 -530
499 648 -967
499 1280 700
499 174 -621
499 759 -971
499 779 -172
499 3164 -710
499 3110 -688
499 2616 -542
499 1400 -891
499 422 -543
499 1277 -26
499 966 -849
499 2335 -821
499 545 -865
499 998 716
499 1028 1009
499 2239 -948
499 1433 -822
499 2901 178
499 1368 -684
499 562 -588
499 371 611
499 2263 -81
499 155 -686
499 462 -1015
499 1582 606
499 383 764
499 853 -237
499 476 -388
499 2586 167
500 2808 -892
500 602 -926
500 2572 -885
500 1165 37
500 779 -996
500 79 -622
500 2091 -733
500 404 -883
500 1007 -973
501 611 -668
501 1207 104
501 2546 970
501 1776 448
501 599 -585
501 479 -657
501 2265 -615
501 1421 -795
501 1081 -982
501 1466 -208
501 1485 369
501 1452 465
501 1869 860
501 2837 -932
501 226 -795
501 597 819
501 1549 -826
501 2722 -707
501 2067 -758
501 174 -597
501 993 -700
501 503 439
501 256 -957
501 1646 -835
501 3025 -876
501 409 -1007
501 961 -315
501 688 -815
501 886 -989
501 1097 -1006
501 1048 -960
501 437 -549
501 884 -845
501 1422 -799
501 844 -779
501 1916 825
501 1073 951
501 610 -924
501 654 -768
501 185 9
501 368 -674
501 1821 -316
501 2875 566
501 855 -849
501 2367 -741
501 209 -900
501 2921 409
501 3132 -563
501 268 -514
501 22 -860
501 602 -667
501 1535 -55
501 1864 -862
501 1571 -873
501 653 -150
501 91 -611
501 627 -1015
501 1103 -779
501 854 633
501 1370 -737
501 1412 -813
501 68 -540
501 959 -830
501 808 567
501 2845 -160
501 867 669
501 1580 -922
501 1684 898
501 2756 -893
501 732 344
501 1930 673
501 981 -1005
501 1377 -683
501 568 -850
501 1837 877
501 1436 -633
501 791 447
501 28 -962
501 1479 -168
501 3042 631
501 2881 -594
501 1166 -923
501 1195 -592
501 752 -638
501 2632 -823
501 346 -532
501 1645 -988
501 60 -574
501 1559 829
501 3010 -365
501 1216 159
501 497 -186
501 2948 838
501 704 -1005
501 669 -713
501 1263 -829
501 853 -146
501 1036 -610
501 392 560
501 1122 36
501 606 -605
501 198 -535
501 2895 -891
501 1327 391
501 2904 -267
501 113 -589
501 1017 -895
501 1493 -712
501 271 -744
501 532 468
501 594 -202
501 1219 -41
501 1534 -871
501 66 -698
501 474 -951
501 2965 -665
501 2494 -934
501 608 -298
501 56 64
501 958 661
501 777 -971
501 2985 -521
501 2648 55
501 316 -841
501 1244 -765
501 223 -974
501 1319 1009
501 2683 -744
501 478 937
501 759 -585
501 140 221
501 1709 -867
501 793 30
501 2307 -919
501 429 -845
501 402 -835
501 3078 -756
501 690 -489
501 1544 -738
501 1501 -956
501 385 -923
501 1030 814
501 119 -574
501 3006 -795
501 343 -837
501 508 -931
501 1515 -673
501 889 -684
502 1360 -786
502 1630 -472
502 1457 -845
502 248 -606
502 1371 -917
502 633 -530
502 1322 -596
502 422 -533
502 622 -830
502 1300 -839
502 1441 -838
502 615 387
502 463 137
502 913 -610
502 1027 -525
502 143 925
502 409 -705
502 1395 -887
502 77 449
502 1461 -928
502 639 -593
502 1279 356
502 1554 -678
502 2591 685
502 969 -907
502 421 -692
502 1370 -751
502 1971 -929
502 2179 -530
502 272 -1007
502 683 -569
502 264 -828
502 2880 -20
502 940 -827
502 1098 -688
502 1518 -639
502 2107 -596
502 670 -1011
502 382 -587
502 1478 352
502 970 -699
502 535 -686
502 243 -725
502 2812 926
502 2002 -908
502 9 -554
502 1509 -602
502 1088 900
503 773 588
503 163 -1007
504 264 -613
504 1396 -556
504 693 -783
504 1106 -269
504 79 -866
504 2191 -711
504 116 -769
504 601 107
505 553 970
505 950 -292
505 673 -597
505 400 632
505 2058 -828
505 306 -456
505 182 737
505 413 573
505 1407 -994
505 1327 -882
505 166 -276
505 1765 39
505 1187 -20
505 1467 -891
505 2870 -618
505 558 343
505 2534 -870
505 1320 -812
505 405 -520
505 1520 148
505 144 280
505 841 -446
506 2071 -1011
506 2334 -931
506 1299 -929
506 214 -883
506 1556 -817
506 493 -693
506 2038 -940
506 1207 -703
506 440 -745
506 157 -695
506 1555 -784
506 1148 868
506 58 738
506 2451 -711
506 903 -497
506 2208 -948
506 2817 -915
506 430 -668
506 2356 -603
506 1204 -545
506 1344 -223
506 1500 -904
506 2192 134
506 326 -572
506 1505 380
507 79 -860
507 1237 -647
507 416 -783
507 1233 -797
507 174 -892
507 3072 -957
507 1471 -711
507 2547 -588
507 2701 -841
507 1451 -578
507 261 -836
507 1373 119
507 1179 -488
507 394 210
507 293 -83
507 578 -1000
507 507 -809
507 1219 -428
507 1606 -972
507 1116 -1006
507 917 -12
507 3095 920
507 1916 -39
507 2852 -905
507 1682 -884
507 224 -471
507 1655 -765
507 189 -990
508 676 50
508 281 -873
508 69 -666
508 1268 564
508 33 -678
508 1145 -631
508 514 -139
508 1363 -609
508 639 -584
508 2243 -600
508 389 737
508 1560 -906
508 2543 -726
508 2770 -74
508 3179 -616
508 587 -303
508 2662 -890
508 598 -585
508 576 -608
508 605 -403
508 1462 311
508 89 -569
508 34 -733
508 147 -619
508 2709 14
508 1064 -795
508 1411 -869
508 3073 414
508 697 -151
508 940 471
508 19 -898
508 1048 278
508 1454 372
508 2901 62
508 1456 -635
508 2658 895
508 2837 -412
508 1412 1013
508 1564 -803
508 1503 -956
508 492 -595
508 1160 -941
508 827 -738
508 1963 217
508 1361 -811
508 913 307
508 702 713
508 897 368
508 370 -723
508 1109 642
508 835 227
508 2199 -601
508 805 -653
508 1970 280
508 2460 -1006
508 1538 701
508 2033 36
508 2893 -1014
508 1087 -627
509 3027 -762
509 1151 -394
509 347 -693
509 1302 -638
509 386 -573
509 454 -774
509 951 -809
509 705 -526
509 2771 -855
509 910 -983
509 27 -888
509 2649 138
509 1277 -586
509 1235 -837
509 1713 -737
509 487 -742
509 1306 372
509 1562 -900
509 2937 -888
509 1111 134
509 1560 -154
509 1055 -845
509 148 -279
509 1089 778
509 483 762
509 1928 -804
509 1561 -404
509 1467 -720
509 1140 -874
509 784 881
509 375 -713
509 666 -697
509 905 162
509 2705 -765
509 1344 -349
509 1693 -990
509 199 -718
509 902 -985
509 1319 -46
509 1464 -566
509 1211 -929
509 2947 -572
509 990 -750
509 265 -576
509 1046 629
509 637 -819
509 1307 -777
509 1015 -451
509 2295 351
509 1504 -23
509 2753 -626
509 2956 742
509 504 229
509 435 61
509 621 -799
509 2920 -69
509 675 -631
509 1396 -744
509 90 912
509 3148 -999
509 58 -711
509 2816 64
509 364 -798
509 1012 -813
509 825 -977
509 1264 -970
509 95 -699
509 721 -816
509 299 -560
509 1428 -802
509 321 451
509 794 -858
509 953 -919
509 1539 645
509 128 -519
509 75 -371
509 1300 -790
509 513 -573
509 659 -188
509 704 -775
509 485 951
509 1386 92
509 402 -871
509 1477 -943
509 2086 -647
509 635 -691
509 2965 763
509 208 -720
509 217 -813
509 110 -594
509 1671 -547
509 758 262
509 330 -909
509 1288 -110
509 391 -767
509 2171 -951
509 343 -15
509 568 340
509 264 -964
509 896 -742
509 1430 75
509 1385 -861
509 1674 -881
509 129 178
509 806 -34
509 865 416
509 1239 561
509 384 -545
509 1309 143
509 313 205
509 1593 -1006
509 937 309
509 1093 -616
509 829 -634
509 942 -631
509 676 -212
509 52 191
509 1260 -522
509 1548 -840
509 1154 -542
510 2019 639
510 1444 -696
510 302 199
510 2623 187
510 1050 -882
510 933 -992
510 1885 -570
510 3168 -968
510 1458 -639
510 1084 -873
510 1045 -695
510 1521 -679
510 43 -898
510 943 -704
510 2186 -964
510 2722 -761
510 1573 -599
510 1535 -614
510 1185 396
510 823 768
510 332 -794
510 1287 -273
510 1238 -893
510 135 -756
510 2608 -111
510 961 -759
510 641 -548
510 1558 427
510 2067 195
510 2702 -529
510 2252 -439
510 1061 -334
510 525 -398
510 871 -693
510 1079 -587
510 1113 -989
510 1046 -943
510 412 -123
510 1019 -558
510 1053 -829
510 428 -669
510 1319 -673
510 2711 -992
510 1768 -1015
510 1010 447
510 881 -887
510 311 -752
510 1198 -851
510 720 533
510 1872 249
510 1485 5
510 2783 894
510 198 -661
510 2820 71
510 1138 -532
510 1684 -654
510 88 -814
510 477 -891
510 2566 -529
510 902 -849
510 2954 -559
510 954 686
510 816 -758
510 2568 532
510 2753 184
510 1518 -688
510 1824 -869
510 1360 738
510 1923 818
510 1579 703
510 613 517
510 656 -898
510 1902 -601
510 80 199
510 728 -628
510 1826 -878
510 83 -699
512 1099 -969
512 2350 -899
512 355 -579
512 2425 858
512 2967 693
512 111 -971
512 613 -843
512 113 -48
512 716 -835
512 377 -788
512 1244 -136
512 980 -816
512 412 -731
512 1594 -997
512 2825 -860
512 1863 155
512 1444 -733
512 508 641
512 103 -897
512 659 -866
512 1936 -851
512 765 -102
512 878 -694
512 1026 -561
512 2029 -827
512 1906 305
512 2800 -841
512 1077 -831
512 1293 692
512 1351 -210
512 473 425
512 210 -780
512 594 121
512 1681 -348
512 944 -523
512 85 342
512 1220 -621
512 1440 -576
512 1350 -675
512 898 258
512 969 -600
512 2274 -192
512 436 -268
512 728 -552
512 47 -340
512 167 -535
512 2540 -624
512 16 -611
512 288 -976
512 495 -660
512 1475 -850
512 858 -763
512 1555 -873
512 2292 -926
512 1078 -544
512 1467 259
512 2315 -811
512 141 -656
512 1990 826
512 1409 29
512 1249 643
512 1223 -92
512 610 -929
512 824 -625
512 587 -182
512 1576 -18
512 2287 261
512 268 -961
512 1259 -836
512 687 -515
512 2093 -986
512 1617 -736
513 2868 -562
513 777 752
513 1244 -750
513 197 -675
513 811 -701
513 1034 -962
513 404 855
513 120 -784
513 246 -619
513 578 708
513 902 -913
513 1315 -217
513 1206 -830
513 2962 737
513 814 -907
513 788 579
513 2532 -356
513 362 642
513 779 -835
513 1255 347
513 182 -746
513 2342 -852
513 940 -941
513 122 -905
513 1483 -847
513 264 -353
513 338 -733
513 1519 -886
513 1536 641
513 209 468
513 481 114
513 711 417
513 2542 -1013
513 180 601
513 1505 -1002
513 1375 -805
513 1136 -704
513 1359 -887
513 594 -655
513 1365 -725
513 354 -54
513 361 639
513 1280 -722
513 287 601
513 749 -62
513 1563 -648
513 826 -396
513 1328 -712
513 1542 -418
513 548 319
513 448 -997
513 2279 866
513 704 -848
513 1169 -832
513 698 914
513 311 -578
513 280 -96
513 506 -74
513 3036 -894
513 1567 -589
513 647 -893
513 2586 -1022
513 1296 -745
513 43 544
513 2443 -360
513 11 -999
513 96 984
513 856 -173
513 1827 698
513 1295 -777
513 1704 -666
513 1982 -537
513 846 440
513 100 -698
513 3080 -749
513 192 -855
513 1997 -809
513 2992 842
513 1100 -739
513 1077 228
513 617 -151
513 555 -221
513 792 -947
513 943 -977
513 2973 -816
513 239 28
513 901 -974
514 1629 433
514 3035 -966
514 2279 -310
514 91 385
514 927 -587
514 1730 -617
514 2788 -805
514 1967 -996
514 2148 -626
514 644 905
514 873 -561
514 1032 -884
514 571 -659
514 377 459
514 1530 -141
514 1261 -68
514 540 -573
514 1298 -553
514 1422 -532
514 2770 -871
514 1112 -551
514 134 -320
514 1384 626
514 579 706
514 427 -686
514 778 -900
514 309 212
514 1370 72
514 1446 -863
514 356 -458
514 1377 385
514 37 -715
514 63 -625
514 2346 -845
514 476 -809
514 633 -668
514 3012 -100
514 41 -670
514 589 772
514 1435 -728
514 305 -605
514 1663 -399
514 491 605
514 2137 729
514 836 -662
514 639 -853
514 1257 -161
514 835 -612
514 2297 -826
515 2253 -948
515 2385 -525
515 274 -1023
515 1391 -699
515 2812 -883
515 458 937
515 623 -1006
515 325 -891
515 1560 -576
515 2151 -305
515 503 -595
515 137 -789
515 1429 -953
515 863 -247
515 1690 -865
515 361 -635
515 2804 -818
515 1409 -533
515 2394 970
515 1228 214
515 2952 -622
515 729 -389
515 103 -826
515 2015 407
515 493 584
515 138 -807
515 589 -194
515 2087 -167
515 1242 -368
515 677 -771
515 2606 -992
515 1588 421
515 881 395
515 556 -758
515 2681 -700
515 178 -305
515 792 -231
515 452 922
515 2501 -1020
515 1185 -996
515 492 -727
515 941 -949
515 399 -433
515 403 582
515 1087 -896
516 415 -839
516 2723 -630
516 650 -180
516 108 -818
516 966 -642
516 1646 -814
516 2153 -551
516 765 772
516 1123 -339
516 530 -885
516 628 -707
516 424 -866
516 3134 -822
516 1461 368
516 255 -800
516 2469 328
516 1281 -938
516 2514 -714
516 1038 423
516 268 628
516 1051 -42
516 478 -612
516 751 651
516 2232 739
516 609 -564
516 1159 -807
516 342 -633
516 2557 -593
516 642 -556
516 711 -525
516 103 -220
516 1756 -797
516 1031 669
516 1894 -979
516 1710 -923
517 1237 -820
518 254 -986
518 591 130
518 1484 -88
518 439 -723
518 1399 -695
519 370 262
519 1632 -705
519 735 -521
519 487 126
519 2779 408
519 1574 24
519 1322 512
519 55 -620
519 1045 432
519 1596 -116
519 894 -693
519 501 456
519 739 -368
519 1777 -831
519 1179 -1021
519 2984 -727
519 2543 755
519 925 141
519 931 -196
519 1307 -735
519 1582 -181
519 1193 9
519 1148 -881
519 1776 -629
519 1112 243
519 1347 -93
519 1357 -891
519 1020 -857
519 422 -558
519 2888 807
519 3067 -652
519 893 -912
519 441 -530
519 843 -415
519 2722 -597
519 760 -701
519 115 -656
519 827 -552
519 1263 412
519 51 -635
519 721 -515
519 2298 -644
519 782 -999
519 1213 -745
519 1711 -893
519 352 994
519 2919 -692
519 467 -688
519 1067 -721
519 1977 -642
519 901 -781
519 279 -669
519 996 -252
519 1569 -931
519 1192 -661
519 1698 493
519 1387 -593
519 1019 -844
519 185 741
519 1110 -910
519 1468 -649
519 1555 256
519 1395 -720
519 223 -780
519 2126 -628
519 1672 -1003
519 557 -139
519 777 -861
519 828 421
519 810 -938
519 523 764
519 2573 -476
519 371 101
519 1398 258
519 616 -55
519 1768 -613
519 722 -744
519 209 591
519 2920 713
519 1040 -812
519 242 -823
519 326 -593
519 2354 -182
520 501 -902
520 1236 377
520 2085 1007
520 1722 -351
520 539 -800
520 435 -553
520 268 436
520 730 663
520 809 -479
520 1137 37
520 653 -789
520 1203 40
520 2235 -841
520 2538 123
520 287 -1002
520 2035 -586
520 92 -295
520 2388 -726
520 1431 662
520 2446 -762
520 1580 -270
520 1205 -650
520 267 -582
520 1241 80
520 442 761
520 229 478
520 1908 191
520 749 -932
520 1586 -1022
520 1120 -581
520 761 -891
520 465 641
520 1507 -893
520 690 223
520 1085 -383
520 992 -566
520 936 667
520 1452 -12
520 244 -836
520 826 -739
520 2304 -546
520 611 -842
520 910 -742
520 2116 148
520 190 421
520 2230 -546
520 1702 -319
520 1356 363
520 149 -312
520 1064 -970
520 2745 -960
520 1896 -3
520 1900 -659
520 71 -783
520 2265 -705
520 934 -557
520 1584 549
520 1379 -578
520 554 216
520 1239 -723
520 1448 -552
520 306 -572
520 938 -484
520 1231 673
520 592 -729
520 449 -691
520 635 -404
520 18 -79
520 695 -934
520 1371 -690
520 1468 -551
520 560 -495
520 715 449
520 1801 -785
520 1170 -668
520 420 -100
520 1487 414
520 1996 -893
520 1375 -775
520 1164 -578
520 1866 1007
520 516 -746
520 186 571
520 77 798
520 589 -718
520 1512 -598
521 383 -603
521 2078 -978
522 324 848
522 904 -1011
522 2342 -757
522 1520 -777
522 126 319
522 1145 -743
522 36 -744
522 867 -218
522 101 -914
522 457 -671
522 1398 -917
522 453 -998
522 3001 -80
522 721 392
522 411 844
522 501 -845
522 2579 567
522 1571 -867
522 2685 -980
522 2729 -996
522 360 841
522 363 -983
522 2765 -651
522 294 -654
522 1233 -715
522 3057 -632
522 170 -938
522 3028 -983
522 1516 334
522 1956 -739
522 856 531
522 2734 -926
522 1698 -739
522 1271 -484
522 1523 29
522 1463 -684
522 660 -752
522 2380 -837
522 2053 -843
522 790 -929
522 1829 -774
522 814 734
522 2555 -697
522 710 667
522 2784 -911
522 926 -860
522 109 -580
522 2536 -987
522 766 -601
522 21 -7
522 1155 -18
522 1542 595
522 2868 -713
522 1412 899
522 961 83
522 470 -840
522 3179 942
522 711 -676
522 82 -1008
522 1260 272
522 184 -898
522 2279 749
522 2539 -121
522 1451 -649
522 665 -611
522 882 -1012
522 1405 -772
522 2582 403
522 1065 -909
522 1042 788
522 717 -441
522 2906 -856
522 1563 -540
522 1386 440
522 1037 -676
522 967 -686
522 1232 15
522 1508 -619
522 141 532
522 1394 -604
522 1293 -662
522 730 306
522 2351 -806
522 1999 -928
522 1868 957
522 2975 -728
522 385 -26
522 2537 -61
522 1804 715
522 2214 -627
522 564 -709
522 1075 -777
522 2490 -853
522 903 410
522 222 -668
522 2002 -1003
522 1499 -529
522 315 -988
522 1013 25
522 3180 488
522 516 -671
522 146 -701
522 2445 -556
522 26 828
522 163 -217
522 839 -882
522 991 -868
522 715 176
523 919 -835
523 579 118
523 298 -1022
523 824 -711
523 622 -658
523 2388 -26
523 158 -585
523 1383 927
523 739 269
523 273 -600
523 1871 -893
523 971 -543
523 613 593
523 77 -912
523 2489 -542
523 892 224
523 797 -978
523 1112 -899
523 1524 -398
523 1364 -885
523 2006 -973
523 1292 570
523 2925 -343
523 1951 -917
523 2839 -661
523 309 -1016
523 367 -902
523 100 -998
523 619 -850
523 315 823
523 601 449
523 2356 -760
524 2604 452
524 1529 506
524 950 -540
524 1004 -845
524 1053 -764
524 732 -646
524 2659 -137
524 800 582
524 796 -880
524 668 -554
524 272 -775
524 2427 -811
524 115 -790
524 1048 -222
524 364 -614
524 841 -907
524 1469 -553
524 553 433
524 1207 -803
524 1160 955
524 1745 -577
524 1088 -594
524 1294 579
524 1171 669
524 1099 -193
524 2898 876
524 1101 -847
524 1836 -136
524 2109 -742
524 1549 -929
524 474 -731
524 2366 -900
524 1563 92
524 187 -311
524 633 -607
524 1116 234
524 1359 -774
524 1165 -439
524 266 -703
524 1487 -384
524 3144 -831
524 2820 -22
524 1118 -247
524 25 -983
524 354 -20
524 1661 -639
524 186 -851
524 976 -502
524 993 771
524 352 -834
524 488 -795
524 1250 641
524 374 -817
524 572 -279
524 451 -244
524 571 -887
524 263 -908
524 907 656
524 1551 -432
524 3014 -988
524 1515 -476
524 78 366
524 673 -968
524 125 -826
524 1362 -823
524 825 976
524 2596 -912
524 1194 -774
524 808 126
524 1180 -665
524 1564 701
524 356 -658
524 1501 270
524 12 -684
524 1653 -950
524 1076 -683
524 1343 -158
524 2038 -972
524 1874 -823
524 1087 -698
524 1173 526
524 1435 821
524 895 -127
524 1775 -679
524 802 -635
524 1324 -558
524 1795 -711
524 3031 -640
524 1019 -992
524 1520 -288
524 1471 -676
524 1120 -431
524 763 485
524 2962 702
524 821 -629
524 1414 210
524 196 -894
524 935 -361
524 2968 -790
524 2165 -537
524 204 -190
524 2418 -645
524 1954 -662
524 1512 -683
524 331 665
524 1058 -673
524 656 -550
524 3086 -752
524 440 606
524 172 -76
524 3137 165
524 2916 -887
524 262 -797
524 124 -562
524 1492 -232
524 1810 0
524 306 128
524 960 -924
524 350 -791
524 1103 -48
524 232 -973
524 914 47
524 464 -623
525 323 -545
525 1029 -1005
525 1704 -382
525 2264 626
525 1505 309
525 976 -547
525 1288 -827
525 618 -984
525 73 -859
525 2317 -616
525 1458 -949
525 2378 -1016
525 758 -942
525 1136 -833
525 316 -539
525 380 -432
525 2136 -652
525 77 -970
525 1157 -547
525 375 -1001
525 2534 767
525 3041 -683
525 2295 248
525 1583 -934
525 1167 -589
525 1131 -917
525 1128 -894
525 1567 -538
525 2185 248
525 2935 -521
525 1153 -361
525 2446 -701
525 2390 -943
525 103 -36
525 2864 -854
525 629 941
525 458 -739
525 1384 -924
525 303 -686
525 2611 -518
525 1418 427
526 2512 -163
526 938 617
526 612 -1000
526 1466 -665
526 472 -1004
526 1121 329
526 271 -731
526 430 -806
526 1356 -604
526 716 -321
526 805 771
526 27 -913
526 2820 944
526 292 -855
526 2987 -537
526 1440 618
526 1806 -242
526 381 -826
526 1472 -309
526 1006 494
527 1314 -933
527 1823 -866
527 2459 -748
527 417 -804
527 2314 -663
527 1028 -723
527 1570 -175
527 63 -536
527 1431 83
527 1421 -441
527 286 176
527 70 -878
527 1237 -669
527 213 -591
527 2506 178
527 1312 -709
527 93 -40
527 128 -592
527 1206 -524
527 265 -48
527 1221 -907
527 2959 259
527 44 -234
527 379 -841
527 654 -547
527 365 -942
527 1922 489
527 999 -986
527 611 897
527 1233 383
527 1176 -635
527 107 472
527 592 8
527 2755 -536
527 178 -133
527 1035 -620
527 1278 -771
527 1391 147
527 2910 -571
527 117 -55
527 839 -694
527 271 780
527 488 -950
527 852 -121
527 2110 -735
527 1388 -691
527 1937 587
527 2692 466
527 2272 897
527 2141 784
527 1351 -825
527 139 114
527 762 861
527 1466 -794
528 683 711
528 745 -845
528 2101 -977
528 550 -223
528 140 -556
528 22 -904
528 309 -797
528 1452 536
528 274 -638
528 543 -931
528 1280 519
528 394 -906
528 1449 -10
528 421 -693
528 1908 -908
528 1510 -416
528 1017 -602
528 2975 754
528 193 663
528 206 -798
528 956 -445
528 2357 -155
528 340 438
528 1444 -546
528 1343 450
528 208 -754
528 803 -667
528 1342 -121
528 3052 -393
528 2593 -743
528 337 338
528 484 104
528 2768 466
528 1121 111
528 1240 -423
528 231 -832
528 302 -681
528 3103 -566
528 954 -990
528 1515 -965
528 2807 -368
528 1217 -482
528 1971 -602
528 313 647
528 1352 131
528 1397 -783
528 732 -956
528 978 -970
528 1027 514
528 841 527
528 726 -516
528 1664 -1017
528 100 -624
528 1759 -833
528 957 -766
529 294 -341
529 888 117
529 1218 -871
529 1653 -989
529 2240 -422
529 1532 -627
529 1155 -679
529 1348 -795
529 718 266
529 771 7
